stripe_invoice_id,customer_stripe_id,amount,currency,status,olusturma_tarihi,amount_float,amount_cents,olusturma_tarihi_dt,olusturma_tarihi_formatted
in_1TwKFTKBkUL9vnMV52MTNUTe,cus_Uu0jKN86a5Br32,655.0,usd,open,2026-07-23 13:53:44,655.0,65500,2026-07-23 13:53:44,2026-07-23 13:53:44
in_1TwHOPKBkUL9vnMVyNhWu9Fp,cus_Uu0jKN86a5Br32,415.0,usd,open,2026-07-23 12:56:48,415.0,41500,2026-07-23 12:56:48,2026-07-23 12:56:48
in_1TwHQWKBkUL9vnMVqLfKTLhK,cus_Uu0jKN86a5Br32,495.0,usd,open,2026-07-23 12:56:46,495.0,49500,2026-07-23 12:56:46,2026-07-23 12:56:46
in_1TwIwKKBkUL9vnMVZb86Cw2O,cus_Uu0jKN86a5Br32,595.0,usd,open,2026-07-23 12:56:43,595.0,59500,2026-07-23 12:56:43,2026-07-23 12:56:43
in_1TwJ1dKBkUL9vnMVcr3sr8LO,cus_Uu0jKN86a5Br32,555.0,usd,open,2026-07-23 12:56:41,555.0,55500,2026-07-23 12:56:41,2026-07-23 12:56:41
in_1TwHHyKBkUL9vnMV9Ss9Cfj9,cus_Uu0jKN86a5Br32,375.0,usd,open,2026-07-23 10:44:13,375.0,37500,2026-07-23 10:44:13,2026-07-23 10:44:13
in_1TvtwIKBkUL9vnMV1amXQSWS,cus_Uu0jKN86a5Br32,200.0,usd,open,2026-07-22 13:48:33,200.0,20000,2026-07-22 13:48:33,2026-07-22 13:48:33
in_1TvZpHKBkUL9vnMVks0VNMHR,cus_Uu0jKN86a5Br32,175.0,usd,open,2026-07-21 09:18:59,175.0,17500,2026-07-21 09:18:59,2026-07-21 09:18:59
in_1TvKiVKBkUL9vnMVepdnWF0a,cus_UqdJP2PTXb7fmq,130.0,usd,open,2026-07-20 17:10:59,130.0,13000,2026-07-20 17:10:59,2026-07-20 17:10:59
in_1TvKhvKBkUL9vnMVTyvAMb8A,cus_UqdJkDalgpMmzr,150.0,usd,open,2026-07-20 17:10:23,150.0,15000,2026-07-20 17:10:23,2026-07-20 17:10:23
in_1TvHHtKBkUL9vnMV0rbNb5Ow,cus_Uu0jKN86a5Br32,250.0,usd,open,2026-07-20 13:31:17,250.0,25000,2026-07-20 13:31:17,2026-07-20 13:31:17
in_1TvBaNKBkUL9vnMV9mWST8Ks,cus_Uu0jKN86a5Br32,100.0,usd,open,2026-07-20 07:25:59,100.0,10000,2026-07-20 07:25:59,2026-07-20 07:25:59
in_1TuHtZKBkUL9vnMVh2v8wl1t,cus_Uu0jKN86a5Br32,150.0,usd,open,2026-07-17 19:58:05,150.0,15000,2026-07-17 19:58:05,2026-07-17 19:58:05
in_1Tu6r1KBkUL9vnMVQC59RqHs,cus_UsNr6Qi1iLfhlr,160.0,usd,open,2026-07-17 08:10:43,160.0,16000,2026-07-17 08:10:43,2026-07-17 08:10:43
in_1Tu5rIKBkUL9vnMV7VRgCOzW,cus_UsQUGVWxpArJWX,130.0,usd,open,2026-07-17 07:06:56,130.0,13000,2026-07-17 07:06:56,2026-07-17 07:06:56
in_1Tu5h2KBkUL9vnMV35Nyt3z5,cus_UsQUGVWxpArJWX,850.0,usd,draft,2026-07-17 06:56:20,850.0,85000,2026-07-17 06:56:20,2026-07-17 06:56:20
in_1TtpPuKBkUL9vnMVY9xDaFAg,cus_UnWAObN7nxUDky,175.0,usd,draft,2026-07-16 13:33:34,175.0,17500,2026-07-16 13:33:34,2026-07-16 13:33:34
in_1TtmzWKBkUL9vnMVITd1JwBG,cus_UqdI38WIXPcUSZ,160.0,usd,open,2026-07-16 10:58:10,160.0,16000,2026-07-16 10:58:10,2026-07-16 10:58:10
in_1Ttmx0KBkUL9vnMV7sG8C3EK,cus_Ur1LhsXIGznqMV,150.0,usd,open,2026-07-16 10:55:34,150.0,15000,2026-07-16 10:55:34,2026-07-16 10:55:34
in_1TtmuOKBkUL9vnMVwh398cjb,cus_UtXswKgg3MNBH6,100.0,usd,open,2026-07-16 10:52:52,100.0,10000,2026-07-16 10:52:52,2026-07-16 10:52:52
in_1TtldEKBkUL9vnMVKdVwg5xe,cus_UtXswKgg3MNBH6,130.0,usd,open,2026-07-16 09:31:04,130.0,13000,2026-07-16 09:31:04,2026-07-16 09:31:04
in_1TtlMNKBkUL9vnMVC4wbB3vs,cus_UtXswKgg3MNBH6,850.0,usd,open,2026-07-16 09:13:39,850.0,85000,2026-07-16 09:13:39,2026-07-16 09:13:39
in_1TtjERKBkUL9vnMVhSen4vIU,cus_UsQUDxRECe4Z0r,160.0,usd,open,2026-07-16 06:57:19,160.0,16000,2026-07-16 06:57:19,2026-07-16 06:57:19
in_1TskTIKBkUL9vnMVpV9PuR9z,cus_UsNrmqRnTI5dVh,360.0,usd,open,2026-07-13 14:04:36,360.0,36000,2026-07-13 14:04:36,2026-07-13 14:04:36
in_1TskPkKBkUL9vnMV1LoTIpH8,cus_UqdITy9BmrG4hQ,1080.0,usd,open,2026-07-13 14:00:56,1080.0,108000,2026-07-13 14:00:56,2026-07-13 14:00:56
in_1TskM7KBkUL9vnMV8UYNJcn7,cus_UsNq4wZXulG1ab,130.0,usd,open,2026-07-13 13:57:11,130.0,13000,2026-07-13 13:57:11,2026-07-13 13:57:11
in_1TskL1KBkUL9vnMVDjP0dMb4,cus_UsQUEzkOIMSfnT,130.0,usd,draft,2026-07-13 13:56:03,130.0,13000,2026-07-13 13:56:03,2026-07-13 13:56:03
in_1TsgykKBkUL9vnMVCeGkoC8g,cus_UnWAObN7nxUDky,850.0,usd,draft,2026-07-13 10:20:50,850.0,85000,2026-07-13 10:20:50,2026-07-13 10:20:50
in_1TsdRuKBkUL9vnMVgLQYazMk,cus_UsNrmqRnTI5dVh,850.0,usd,open,2026-07-13 06:34:42,850.0,85000,2026-07-13 06:34:42,2026-07-13 06:34:42
